0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	308	0	0	0	2	1	1	0	0	0	1	0	0	1	1	0	0	0	0	WeMoSwitch
0	0	0	0	308	0	0	0	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0	WeMoSwitch
0	0	0	0	308	0	0	0	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0	WeMoSwitch
0	0	0	0	308	0	0	0	3	1	1	0	0	0	1	0	0	1	1	0	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	64	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	64	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	64	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	64	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	16	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	389	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	387	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	419	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	419	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	417	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	421	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	423	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	427	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	423	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	429	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	411	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	417	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	425	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	421	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	421	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	0	0	0	423	0	0	0	6	2	2	0	0	0	1	0	0	0	0	1	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	38	0	0	0	7	3	1	0	0	0	1	0	0	0	0	0	1	0	0	WeMoSwitch
0	0	0	0	434	0	0	0	7	1	3	0	0	0	1	0	0	0	0	0	1	0	0	WeMoSwitch
0	0	0	0	32	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	32	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	137	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1356	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	823	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	346	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	79	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	398	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	20	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
0	0	0	0	1400	0	0	0	8	2	2	0	0	1	0	0	0	0	0	0	0	0	0	WeMoSwitch
